playerID yearID stint teamID lgID G AB R H X2B X3B HR RBI SB CS BB SO IBB HBP SH SF GIDP
deanwa01 1926 1 PHI NL 63 102 11 27 4 0 3 19 0 NA 5 26 NA 1 3 NA NA
skinnbo01 1960 1 PIT NL 145 571 83 156 33 6 15 86 11 8 59 86 11 1 5 4 13
sherrla01 1967 1 DET AL 20 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
poormto01 1884 1 TL1 AA 94 382 56 89 8 7 0 NA NA NA 10 NA NA 1 NA NA NA
leagubr01 2004 1 TOR AL 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
smilejo01 1986 1 PIT NL 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hitchst01 2004 1 SDN NL 4 7 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1
berrijo01 2020 1 MIN AL 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
anderjo03 2009 2 KCA AL 44 118 20 28 3 0 1 8 12 3 5 21 0 0 0 0 3
durbich01 2006 1 DET AL 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
whitede03 1992 1 TOR AL 153 641 98 159 26 7 17 60 37 4 47 133 0 5 0 3 9
majesha01 1939 1 BSN NL 106 367 35 100 16 1 7 54 2 NA 18 30 NA 2 7 NA 10
planked01 1917 1 SLA AL 20 38 0 4 1 0 0 2 0 NA 3 10 NA 1 4 NA NA
bardda01 2009 1 BOS AL 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
watsobo01 1966 1 HOU NL 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
annade01 2014 1 NYA AL 12 22 3 3 1 0 1 3 0 0 2 6 0 0 0 1 0
wiseri01 1968 1 PHI NL 30 58 6 14 4 1 2 7 0 0 3 15 0 0 2 0 1
bordepa01 1999 2 TOR AL 6 14 1 3 0 0 1 3 0 0 1 2 0 0 0 0 0
keplema01 2020 1 MIN AL 48 171 27 39 9 0 9 23 3 0 22 36 0 2 0 1 1
purkebo01 1964 1 CIN NL 34 58 3 3 0 0 0 1 0 0 1 33 0 1 8 1 0
rotblma01 1950 1 CHA AL 2 2 0 0 0 0 0 0 0 0 0 1 NA 0 0 NA 0
cookedu01 1938 1 CIN NL 82 233 41 64 15 1 2 33 0 NA 28 36 NA 1 2 NA 5
vandejo01 1943 1 CIN NL 40 95 9 13 1 0 0 5 1 NA 9 28 NA 0 8 NA 2
dalyto01 1890 1 BRO NL 82 292 55 71 9 4 5 43 20 NA 32 43 NA 4 NA NA NA
samarje01 2012 1 CHN NL 31 50 0 5 0 0 0 3 0 0 3 16 0 1 7 0 1
knowlji01 1892 1 NY1 NL 16 59 9 9 1 0 0 7 2 NA 6 8 NA 0 NA NA NA
welajjo01 1943 1 PHA AL 93 281 45 68 16 1 0 15 12 5 15 17 NA 0 3 NA 5
stransa01 1901 1 NY1 NL 135 493 55 139 14 6 1 34 40 NA 59 77 NA 5 20 NA NA
muserto01 1978 1 ML4 AL 15 30 0 4 1 1 0 5 0 0 3 5 0 0 1 0 1
marshwi01 1954 1 CHA AL 47 71 7 18 2 0 1 7 0 0 11 9 NA 0 0 1 2
coatsbu01 2006 1 CHN NL 18 18 2 3 1 0 1 1 0 0 0 6 0 0 0 0 1
lyonsty01 2016 1 SLN NL 30 4 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
frymawo01 1968 1 PHI NL 34 71 4 6 1 0 0 2 0 0 3 25 0 0 7 0 0
carrima01 1993 1 FLO NL 24 55 4 14 6 0 0 3 0 0 1 7 0 1 1 0 5
wilsoed01 1936 1 BRO NL 52 173 28 60 8 1 3 25 3 NA 14 25 NA 2 1 NA 1
luquedo01 1931 1 BRO NL 19 30 1 4 0 0 0 0 0 NA 6 6 NA 0 2 NA NA
woodswa01 1899 1 LS3 NL 42 126 15 19 1 1 1 14 5 NA 10 7 NA 0 6 NA NA
laporfr01 1912 2 WS1 AL 40 136 13 42 9 1 0 17 3 NA 12 NA NA 0 4 NA NA
rozekdi01 1952 1 CLE AL 10 2 0 0 0 0 0 0 0 0 0 2 NA 0 0 NA 0
zuverge01 1954 2 DET AL 35 64 1 8 1 0 0 3 0 1 1 14 NA 0 9 0 2
slusajo01 2000 1 HOU NL 54 9 1 1 0 0 0 1 0 0 0 5 0 0 0 0 0
stanhdo01 1973 1 TEX AL 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
morrobr01 2011 1 TOR AL 30 6 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
goldemi01 1878 1 ML2 NL 55 214 16 44 6 3 0 20 NA NA 3 35 NA NA NA NA NA
nichoch02 1963 1 BOS AL 21 13 1 3 0 0 0 1 0 0 0 4 0 0 1 0 0
leachto01 1903 1 PIT NL 127 507 97 151 16 17 7 87 22 NA 40 32 NA 2 12 NA NA
bishofr01 1884 1 CHU UA 4 16 1 3 1 0 0 NA NA NA 0 NA NA NA NA NA NA
floreke01 2015 1 MIA NL 7 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
martibi02 1951 1 NYA AL 51 58 10 15 1 2 0 2 0 1 4 9 NA 2 1 NA 5
bashaal01 1918 1 BRO NL 2 5 0 1 0 0 0 0 0 NA 0 0 NA 0 0 NA NA
kingmbr01 1979 1 OAK AL 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hendrel01 1976 2 NYA AL 26 53 6 12 1 0 3 5 0 0 3 10 0 0 0 1 1
greinza01 2008 1 KCA AL 32 7 0 2 1 0 0 0 0 0 0 1 0 0 1 0 1
britoti01 1997 2 OAK AL 17 46 8 13 2 1 2 6 0 0 1 10 0 0 2 0 0
johnsho01 1983 1 DET AL 27 66 11 14 0 0 3 5 0 0 7 10 0 1 0 0 1
dyerdu01 1975 1 PIT NL 48 132 8 30 5 2 3 16 0 0 6 22 0 1 1 0 4
peraljo01 2007 1 KCA AL 62 1 1 1 1 0 0 2 0 0 0 0 0 0 0 0 0
radatdi01 1969 2 MON NL 22 4 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0
rohrle01 1968 1 NYN NL 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
jonesji02 1991 1 HOU NL 26 38 4 7 1 0 0 0 0 0 3 11 0 0 2 0 0
brumlmi02 1987 1 CHN NL 39 104 8 21 2 2 1 9 7 1 10 30 1 1 1 1 2
johnssi01 1929 1 CIN NL 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
perezne01 2006 2 DET AL 21 65 4 13 1 0 0 5 1 0 3 4 0 0 2 0 2
griffcl01 1912 1 WS1 AL 1 1 0 0 0 0 0 0 0 NA 0 NA NA 0 0 NA NA
mcmulke01 1963 1 LAN NL 79 233 16 55 9 0 5 28 1 2 20 46 2 1 3 2 9
kinger01 1989 1 CHA AL 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
thompri03 2010 1 LAA AL 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
wislema01 2016 1 ATL NL 29 46 2 7 0 0 0 2 0 0 1 21 0 0 5 1 2
morrebi01 1926 1 WS1 AL 26 17 4 4 0 0 0 0 0 0 2 1 NA 0 0 NA NA
garzama01 2009 1 TBA AL 32 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
wilsova01 2002 1 NYN NL 74 163 19 40 7 0 5 26 0 1 5 32 0 8 2 0 4
mortoch02 2012 1 PIT NL 9 13 0 0 0 0 0 0 0 0 0 8 0 0 2 0 0
gallibe01 1920 1 SLA AL 2 1 0 0 0 0 0 0 0 0 0 0 NA 0 0 NA NA
grahabi01 1910 1 SLA AL 9 13 0 2 0 0 0 0 0 NA 1 10 NA 0 0 NA NA
wrighda03 2014 1 NYN NL 134 535 54 144 30 1 8 63 8 5 42 113 5 4 0 5 22
mantife01 1964 1 BOS AL 133 425 69 123 20 1 30 64 0 1 41 46 1 4 0 0 12
mccaski01 1994 1 CHA AL 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
abernte02 1966 2 ATL NL 38 8 0 2 0 0 0 0 0 0 1 3 0 0 0 0 0
hermadu01 2006 1 CHA AL 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
reynoma01 2007 1 ARI NL 111 366 62 102 20 4 17 62 0 1 37 129 4 5 1 5 5
fernaos01 1996 1 SFN NL 33 57 0 5 0 0 0 1 0 0 0 25 0 0 5 0 0
nichoch01 1930 1 PHI NL 26 20 3 6 0 0 0 2 0 NA 1 2 NA 0 0 NA NA
kochbi01 2004 1 CHA AL 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
frasoja01 2012 1 TOR AL 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
colemra01 1951 2 CHA AL 51 181 21 50 8 7 3 21 2 3 15 14 NA 0 1 NA 5
thomptr01 2021 1 CHN NL 15 28 6 7 1 0 4 9 2 0 7 11 0 0 0 0 2
dragodi01 1976 1 CAL AL 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
walkeos01 1880 1 BFN NL 34 126 12 29 4 2 1 15 NA NA 6 18 NA NA NA NA NA
urbinug01 2000 1 MON NL 13 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
colonba01 2012 1 OAK AL 24 4 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
augenbr01 2011 1 SLN NL 5 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
worthri01 1979 1 CHA AL 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
sykesbo01 1978 1 DET AL 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
moorede01 1937 1 CIN NL 7 13 2 1 0 0 0 0 0 NA 1 2 NA 1 0 NA 0
stratmo01 1935 1 CHA AL 5 14 0 2 1 0 0 1 0 0 0 2 NA 0 1 NA NA
garbege01 1986 1 ATL NL 61 6 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0
malonpa02 1932 1 CHN NL 37 78 7 14 2 0 1 7 0 NA 3 17 NA 0 8 NA NA
hutchbi01 1895 1 CHN NL 38 126 12 25 3 3 0 11 1 NA 5 23 NA 0 0 NA NA
millake01 1999 1 FLO NL 105 351 48 100 17 4 9 67 1 0 40 64 2 7 1 8 7
pearcjo01 2004 1 SLN NL 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
downssc01 2011 1 LAA AL 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
osikke01 1997 1 PIT NL 49 105 10 27 9 1 0 7 0 1 9 21 1 1 2 0 1
wilsoji01 1923 1 PHI NL 85 252 27 66 9 0 1 25 4 2 4 17 NA 1 9 NA NA
alliebo01 1975 1 CAL AL 21 45 4 8 1 0 1 2 0 0 1 6 1 0 1 0 1
dalyto01 1901 1 BRO NL 133 520 88 164 38 10 3 90 31 NA 42 58 NA 4 10 NA NA
griffke02 2009 1 SEA AL 117 387 44 83 19 0 19 57 0 0 63 80 2 1 0 3 6
hartdo01 2017 1 BAL AL 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
stanlmi02 1991 1 TEX AL 95 181 25 45 13 1 3 25 0 0 34 44 0 2 5 1 2
tannele01 1906 1 CHA AL 116 378 26 69 8 3 0 33 7 NA 31 36 NA 5 14 NA NA
peppera01 1933 1 SLN NL 3 9 2 2 0 0 1 2 0 NA 0 1 NA 0 0 NA 1
romansa01 2018 1 CIN NL 39 36 1 2 1 0 0 2 0 0 0 24 0 0 4 0 0
phillbr02 2018 1 MIL NL 15 22 2 4 0 1 0 4 0 0 2 11 0 0 0 0 1
saarlki01 2006 1 OAK AL 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bobbra01 1969 1 CHN NL 3 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
learyti01 1985 1 ML4 AL 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
lyonsde01 1896 1 PIT NL 118 436 77 134 25 6 4 71 13 NA 67 25 NA 5 11 NA NA
huntke01 1960 1 NYA AL 25 22 4 6 2 0 0 1 0 0 4 4 0 1 2 0 0
easleda01 1999 1 DET AL 151 549 83 146 30 1 20 65 11 3 51 124 2 19 2 6 15
perryhe01 1996 1 CLE AL 7 12 1 1 1 0 0 0 1 0 1 2 0 0 0 0 0
hobbsjo01 1981 1 MIN AL 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
mulcahu01 1938 1 PHI NL 47 94 6 16 2 0 0 5 0 NA 2 15 NA 0 7 NA 1
pittipi01 1927 1 CIN NL 31 84 17 23 5 0 1 10 4 NA 2 5 NA 0 4 NA NA
cicotal01 1959 1 CLE AL 26 3 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0
storedr01 2017 1 CIN NL 58 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
dejesiv01 1984 1 PHI NL 144 435 40 112 15 3 0 35 12 5 43 76 7 2 1 3 13
godleza01 2021 1 MIL NL 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
hannajo01 1884 2 RIC AA 22 67 6 13 2 1 0 NA NA NA 0 NA NA 1 NA NA NA
burnsto02 1993 2 SLN NL 24 3 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
gibsopa01 1994 1 NYA AL 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
kretllo01 1950 2 CHA AL 11 4 0 0 0 0 0 0 0 0 0 1 NA 0 0 NA 0
fulmewa01 1875 1 BR2 "NA" 1 4 1 2 0 0 0 1 0 0 0 0 NA NA NA NA 0
tazawju01 2018 1 MIA NL 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
gryboke01 2006 1 WAS NL 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
scottmi03 1983 1 HOU NL 24 48 2 8 2 0 0 4 0 0 1 17 0 0 8 0 0
cardoja01 2000 1 DET AL 26 40 1 7 1 0 1 2 0 0 0 9 0 1 0 1 1
dicksmu01 1949 1 PIT NL 44 84 5 17 4 1 0 4 0 NA 0 6 NA 0 1 NA 1
dubiemo01 1945 1 NYA AL 26 58 10 16 4 0 1 5 0 1 4 13 NA 0 4 NA 1
abernbr01 2003 1 TBA AL 2 7 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
mchenau01 1920 1 SLN NL 137 504 66 142 19 11 10 65 8 11 25 73 NA 0 13 NA NA
shankho01 1918 1 WS1 AL 120 436 42 112 19 4 1 56 23 NA 31 21 NA 4 17 NA NA
olearch01 1934 1 SLA AL 1 1 1 1 0 0 0 0 0 0 0 0 NA 0 0 NA NA
grimebu01 1925 1 BRO NL 34 96 12 24 4 1 1 14 0 0 8 25 NA 0 2 NA NA
wilsova01 2006 1 DET AL 56 152 18 43 9 0 5 18 0 4 2 33 0 3 10 1 1
benarma01 2001 1 SFN NL 129 392 70 104 19 2 15 44 10 5 29 66 2 4 1 3 3
stewast01 1925 1 WS1 AL 7 17 3 6 1 0 0 3 1 0 1 2 NA 0 0 NA NA
mercejo03 2017 1 PIT NL 145 502 52 128 24 5 14 58 0 4 51 88 13 3 0 2 16
billidi01 1974 1 TEX AL 16 31 2 7 1 0 0 0 2 0 4 6 0 0 0 0 1
darliro01 1991 1 NYN NL 17 34 0 4 3 0 0 1 0 0 0 14 0 0 5 0 0
walkehu01 1937 1 CIN NL 78 221 33 55 9 4 1 19 7 NA 34 24 NA 0 3 NA 6
kendaja01 2004 1 PIT NL 147 574 86 183 32 0 3 51 11 8 60 41 2 19 1 4 12
pennicl01 2011 1 OAK AL 148 515 57 136 26 2 8 58 14 9 42 104 1 1 8 4 5
clarkme01 1955 1 PHI NL 10 32 3 5 3 0 0 1 0 0 3 4 0 0 0 0 2
berkmla01 2011 1 SLN NL 145 488 90 147 23 2 31 94 2 6 92 93 17 3 0 4 7
hattesc01 1995 1 BOS AL 2 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1
larkiba01 1990 1 CIN NL 158 614 85 185 25 6 7 67 30 5 49 49 3 7 7 4 14
lefebji01 1970 1 LAN NL 109 314 33 79 15 1 4 44 1 1 29 42 2 1 4 3 7
trombmi01 1995 1 MIN AL 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
saucike01 1980 1 PHI NL 40 8 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
winnihe01 1992 1 BOS AL 105 234 27 55 8 1 1 14 6 5 10 53 0 0 0 0 3
josepri01 1967 1 PHI NL 17 41 4 9 2 0 1 5 0 0 4 10 0 0 1 0 0
bakerje03 2008 1 COL NL 104 299 55 80 22 1 12 48 4 0 26 85 2 1 1 6 5
zarilal01 1947 1 SLA AL 127 380 34 85 15 6 3 38 3 6 40 45 NA 3 11 NA 4
leonma01 1975 1 ATL NL 50 9 0 3 0 0 0 0 0 0 1 1 0 0 1 0 0
hearnji01 1950 1 SLN NL 6 1 1 1 0 0 0 0 0 NA 0 0 NA 0 0 NA 0
wehmehe01 1956 1 PHI NL 3 8 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
torrero01 2018 1 NYA AL 41 100 9 28 7 1 0 7 0 0 2 16 0 0 0 0 3
gradymi01 1904 1 SLN NL 101 323 44 101 15 11 5 43 6 NA 31 43 NA 2 7 NA NA
davisst02 1988 1 OAK AL 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
shaffor01 1880 1 CL2 NL 83 338 62 90 14 9 0 21 NA NA 17 36 NA NA NA NA NA
jamesbo01 1985 1 CHA AL 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
stearjo01 1976 1 NYN NL 32 103 13 27 6 0 2 10 1 2 16 11 0 1 0 1 4
browndi01 1961 1 DET AL 93 308 32 82 12 2 16 45 0 2 22 57 2 0 3 3 10
jonesly01 1981 1 DET AL 71 174 19 45 5 0 2 19 1 2 18 10 1 1 2 2 6
cruzne02 2015 1 SEA AL 152 590 90 178 22 1 44 93 3 2 59 164 9 5 0 1 6
roajo01 1997 1 SFN NL 28 15 0 2 0 0 0 0 0 0 1 5 0 0 0 0 0
limajo01 2000 1 HOU NL 33 60 6 10 2 0 0 2 0 0 1 17 0 0 8 0 1
castial01 1998 1 NYN NL 38 83 13 17 4 0 2 7 0 2 9 17 0 1 6 0 1
fischca01 1930 1 WS1 AL 8 9 0 0 0 0 0 0 0 0 2 0 NA 0 0 NA NA
frypa01 2018 1 BAL AL 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
paigesa01 1952 1 SLA AL 46 39 0 5 0 0 0 2 0 0 1 10 NA 0 4 NA 1
sukefcl01 1928 1 CIN NL 33 53 5 7 2 1 0 3 0 NA 3 5 NA 0 0 NA NA
culledi01 1947 1 BSN NL 77 214 20 53 5 1 0 19 1 NA 19 15 NA 0 8 NA 5
wickeda01 1963 1 KC1 AL 38 80 3 11 0 0 0 2 0 0 1 25 0 0 4 0 0
sanchdu01 2005 1 LAN NL 79 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
martimo01 1954 1 PHA AL 13 17 0 4 1 0 0 0 0 0 0 4 NA 0 1 0 0
scheija01 1893 1 CL4 NL 2 7 0 1 0 0 0 1 0 NA 1 2 NA 0 NA NA NA
sojolu01 2003 1 NYA AL 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
guzmaju01 2000 1 TBA AL 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
romered01 1990 1 DET AL 32 70 8 16 3 0 0 4 0 0 6 4 1 0 3 1 0
pearsal02 1963 1 LAA AL 154 578 92 176 26 5 6 47 17 10 92 37 5 3 10 1 5
zagunma01 2017 1 CHN NL 7 14 0 0 0 0 0 1 2 0 4 6 0 0 0 0 0
holkewa01 1922 1 BSN NL 105 395 35 115 9 4 0 46 6 8 14 23 NA 1 14 NA NA
thompmi02 1987 1 PHI NL 150 527 86 159 26 9 7 43 46 10 42 87 2 0 3 3 5
hortowi01 1966 1 DET AL 146 526 72 138 22 6 27 100 1 1 44 103 4 3 2 3 11
crossjo01 1888 1 LS2 AA 1 1 0 0 0 0 0 0 0 NA 0 1 NA 0 NA NA NA
schofdi01 1958 2 PIT NL 26 27 4 4 0 1 0 2 0 1 3 6 0 0 0 1 0
freehbi01 1965 1 DET AL 130 431 45 101 15 0 10 43 4 2 39 63 5 7 5 3 10
outlaji01 1948 1 DET AL 74 198 33 56 12 0 0 25 0 1 31 15 NA 1 1 NA 8
hatfifr01 1951 1 BOS AL 80 163 23 28 4 2 2 14 1 0 22 27 NA 1 1 NA 1
haleod01 1941 2 NY1 NL 41 102 13 20 3 0 0 9 1 NA 18 13 NA 0 3 NA 0
wilsocr03 2004 1 PIT NL 155 561 97 148 35 5 29 82 2 2 50 169 3 30 0 3 11
guzmajo01 1993 1 CHN NL 30 63 1 7 0 0 0 2 0 0 1 15 0 0 9 0 1
salazlu01 1984 1 SDN NL 93 228 20 55 7 2 3 17 11 7 6 38 1 0 2 0 5
davisru01 1996 1 SEA AL 51 167 24 39 9 0 5 18 2 0 17 50 1 2 4 0 1
williro01 1969 1 SLN NL 26 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
sutclsy01 1891 1 WS9 AA 53 201 29 71 8 3 2 33 8 NA 17 17 NA 2 NA NA NA
kellyki01 1883 1 CHN NL 98 428 92 109 28 10 3 61 NA NA 16 35 NA NA NA NA NA
campbbr01 1930 1 CHA AL 5 10 4 5 1 1 0 5 0 0 1 2 NA 0 0 NA NA
meekero01 1923 1 PHA AL 5 9 1 1 0 0 0 1 0 0 1 5 NA 0 0 NA NA
magruch01 2003 1 CLE AL 9 26 3 9 2 1 1 3 0 1 3 6 0 1 0 0 0
roberle01 1975 1 DET AL 129 447 51 115 17 5 10 38 3 7 36 94 1 4 5 4 9
caseyse01 2001 1 CIN NL 145 533 69 165 40 0 13 89 3 1 43 63 8 9 0 3 16
fergujo01 1979 1 LAN NL 122 363 54 95 14 0 20 69 1 0 70 68 6 2 2 5 10
seaveto01 1970 1 NYN NL 42 95 9 17 1 1 1 10 0 0 10 31 0 0 7 0 1
shirlbo01 1985 1 NYA AL 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
brownma01 1941 2 BRO NL 24 8 1 0 0 0 0 0 0 NA 0 3 NA 0 0 NA 0
evansto01 1997 1 TOR AL 12 38 7 11 2 0 1 2 0 1 2 10 0 1 0 0 0
chrisla01 1976 1 PHI NL 32 51 5 10 4 0 2 9 0 0 3 28 0 0 6 0 0
leibeha01 1936 1 NY1 NL 101 337 44 94 19 7 9 67 1 NA 37 41 NA 1 9 NA 5
horsmvi01 1994 1 OAK AL 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hitchst01 2002 1 NYA AL 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hrbekke01 1988 1 MIN AL 143 510 75 159 31 0 25 76 0 3 67 54 7 0 2 7 9
zinngu01 1913 1 BSN NL 36 138 15 41 8 2 1 15 3 NA 4 23 NA 1 4 NA NA
duryeje01 1893 1 WAS NL 17 47 6 13 4 0 0 6 0 NA 3 9 NA 1 NA NA NA
humphte01 1975 1 DET AL 18 41 0 10 0 0 0 1 0 0 2 6 0 0 1 0 1
siebepa01 1977 1 SDN NL 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
kerrdi01 1920 1 CHA AL 46 90 12 14 1 1 0 5 1 0 3 9 NA 1 4 NA NA
gathrjo01 2005 1 TBA AL 76 203 29 56 7 3 0 13 20 5 10 39 0 2 3 0 5
wolteha01 1913 1 NYA AL 127 425 53 108 18 6 2 43 13 NA 80 50 NA 4 12 NA NA
rothbr01 1919 2 BOS AL 63 227 32 58 9 4 0 23 9 NA 24 32 NA 4 5 NA NA
gormato02 1955 1 KC1 AL 57 24 1 2 1 0 0 0 0 0 1 14 0 0 1 0 1
